Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Player-additional
219,Joe Ingles,SF,36,ORL,36,0,17.8,1.6,4.1,.397,1.1,2.7,.388,0.6,1.3,.417,.527,0.5,0.6,.850,0.4,2.1,2.5,3.1,0.7,0.1,1.0,1.6,4.8,inglejo01
220,Brandon Ingram,SF,26,NOP,45,45,33.2,8.0,16.4,.488,1.3,3.8,.351,6.6,12.6,.529,.529,4.1,5.1,.805,0.7,4.3,5.0,5.6,0.8,0.5,2.5,2.3,21.4,ingrabr01
221,Kyrie Irving,SG,31,DAL,27,27,33.3,9.3,19.6,.472,2.9,7.0,.411,6.4,12.6,.506,.545,3.8,4.2,.895,0.8,4.3,5.1,5.3,1.3,0.4,1.6,1.9,25.2,irvinky01
222,Jonathan Isaac,PF,26,ORL,32,1,14.5,2.2,4.7,.467,0.5,1.8,.281,1.7,2.9,.581,.520,1.3,1.7,.759,1.1,2.9,4.0,0.4,0.8,1.2,0.4,1.2,6.2,isaacjo01
223,Jaden Ivey,SG,21,DET,45,29,27.1,5.2,11.3,.461,1.4,4.1,.339,3.8,7.2,.531,.523,2.9,4.0,.717,1.4,2.4,3.8,3.6,0.7,0.6,2.3,2.8,14.7,iveyja01
224,Andre Jackson Jr.,SG,22,MIL,40,8,11.3,1.1,2.0,.551,0.4,0.9,.389,0.7,1.1,.690,.641,0.2,0.3,.727,0.9,1.3,2.2,0.9,0.3,0.1,0.5,1.9,2.7,jacksan01
225,Gregory Jackson II,PF,19,MEM,18,1,17.4,2.9,7.0,.413,1.3,3.7,.364,1.6,3.3,.467,.508,1.4,2.0,.722,0.8,2.3,3.1,0.8,0.4,0.5,0.8,1.0,8.6,jacksgg01
226,Isaiah Jackson,C,22,IND,38,2,13.5,2.7,4.2,.652,0.0,0.1,.000,2.7,4.1,.665,.652,1.3,1.8,.714,1.5,2.6,4.1,0.9,0.6,1.2,0.7,2.7,6.7,jacksis01
227,Jaren Jackson Jr.,C,24,MEM,47,47,31.8,7.6,17.0,.444,1.7,5.4,.313,5.9,11.6,.506,.494,5.3,6.3,.832,1.2,4.4,5.6,2.0,1.0,1.6,2.2,3.5,22.1,jacksja02
228,Reggie Jackson,PG,33,DEN,51,14,23.1,4.4,9.6,.457,1.3,3.5,.376,3.0,6.0,.505,.527,1.0,1.3,.769,0.4,1.7,2.1,3.9,0.6,0.2,1.3,1.9,11.1,jacksre01
229,Trayce Jackson-Davis,PF,23,GSW,35,3,13.8,2.8,4.1,.688,0.0,0.0,,2.8,4.1,.688,.688,1.0,1.8,.571,1.6,2.6,4.2,0.9,0.3,0.8,0.7,1.6,6.7,jackstr02
230,LeBron James,PF,39,LAL,45,45,34.8,9.3,17.9,.520,2.2,5.4,.398,7.2,12.5,.574,.581,4.0,5.6,.728,0.9,6.5,7.4,7.6,1.3,0.6,3.3,1.2,24.9,jamesle01
231,Jaime Jaquez Jr.,SF,22,MIA,44,15,29.6,5.1,10.2,.497,1.0,2.9,.339,4.1,7.3,.559,.545,2.0,2.4,.840,1.2,2.6,3.8,2.7,1.1,0.3,1.7,2.4,13.1,jaqueja01
232,DaQuan Jeffries,SG,26,NYK,10,0,3.0,0.5,1.2,.417,0.1,0.5,.200,0.4,0.7,.571,.458,0.0,0.2,.000,0.0,0.5,0.5,0.2,0.0,0.0,0.1,0.2,1.1,jeffrda01
233,Trey Jemison,C,24,TOT,4,1,9.5,1.0,1.8,.571,0.0,0.0,,1.0,1.8,.571,.571,0.8,0.8,1.000,0.8,1.3,2.0,0.0,0.3,0.8,0.8,1.3,2.8,jemistr01
233,Trey Jemison,C,24,WAS,2,0,0.5,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.5,0.5,0.0,0.0,0.0,0.5,0.0,0.0,jemistr01
233,Trey Jemison,C,24,MEM,2,1,18.5,2.0,3.5,.571,0.0,0.0,,2.0,3.5,.571,.571,1.5,1.5,1.000,1.5,2.0,3.5,0.0,0.5,1.5,1.0,2.5,5.5,jemistr01
234,Ty Jerome,SG,26,CLE,2,0,7.5,1.0,2.0,.500,0.0,0.5,.000,1.0,1.5,.667,.500,0.0,0.0,,0.5,0.0,0.5,1.5,0.0,0.0,0.5,1.0,2.0,jeromty01
235,Isaiah Joe,SG,24,OKC,47,0,18.8,3.0,6.4,.462,2.0,4.8,.424,0.9,1.6,.571,.620,0.7,0.8,.842,0.4,2.0,2.4,1.1,0.6,0.3,0.6,1.2,8.6,joeis01
236,Cameron Johnson,PF,27,BRK,39,39,28.5,5.2,11.3,.456,2.5,6.2,.398,2.7,5.1,.525,.565,1.2,1.6,.742,1.1,3.5,4.6,2.6,0.8,0.2,1.0,1.8,13.9,johnsca02
237,Jalen Johnson,SF,22,ATL,35,32,33.4,6.3,11.7,.534,1.2,3.3,.368,5.0,8.4,.601,.587,2.0,2.7,.753,1.2,7.1,8.4,3.3,1.3,0.8,1.8,2.7,15.7,johnsja05
238,James Johnson,PF,36,IND,5,0,4.8,0.4,1.0,.400,0.0,0.2,.000,0.4,0.8,.500,.400,0.0,0.0,,0.2,0.6,0.8,1.0,0.8,0.0,0.4,0.8,0.8,johnsja01
239,Keldon Johnson,SF,24,SAS,46,26,30.4,6.1,13.3,.455,1.8,5.2,.342,4.3,8.2,.527,.521,2.8,3.6,.776,1.5,4.4,5.9,3.2,0.9,0.3,1.6,2.4,16.7,johnske04
240,Keon Johnson,SG,21,BRK,1,0,21.0,3.0,8.0,.375,2.0,4.0,.500,1.0,4.0,.250,.500,4.0,4.0,1.000,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,12.0,johnske07
241,Keyontae Johnson,SF,23,OKC,7,0,8.1,0.6,1.7,.333,0.1,0.3,.500,0.4,1.4,.300,.375,0.0,0.0,,0.4,0.4,0.9,0.6,0.0,0.0,0.6,0.6,1.3,johnske08
242,Nikola Jokić,C,28,DEN,49,49,33.8,10.3,17.5,.587,1.0,2.9,.362,9.2,14.6,.632,.617,4.7,5.8,.817,3.0,9.2,12.2,9.0,1.2,0.9,2.9,2.6,26.3,jokicni01
243,Colby Jones,SG,21,SAC,15,0,7.3,1.1,2.8,.381,0.1,0.9,.077,1.0,1.9,.517,.393,0.1,0.2,.667,0.6,0.8,1.4,0.6,0.3,0.1,0.3,1.0,2.3,jonesco02
244,Damian Jones,C,28,CLE,22,0,6.4,0.8,1.5,.531,0.1,0.3,.286,0.7,1.1,.600,.563,0.5,0.5,.909,0.4,1.0,1.4,0.4,0.1,0.4,0.4,0.7,2.1,jonesda03
245,Derrick Jones Jr.,SF,26,DAL,44,43,26.0,3.7,7.6,.487,1.3,3.8,.349,2.4,3.8,.627,.575,1.3,1.8,.734,1.2,2.4,3.6,1.0,0.8,0.8,1.0,1.9,10.1,jonesde02
246,Herbert Jones,SF,25,NOP,44,44,28.5,3.9,7.9,.494,1.4,3.5,.396,2.5,4.4,.573,.582,1.8,2.0,.856,1.1,2.5,3.6,2.5,1.1,0.9,1.2,2.8,10.9,joneshe01
247,Tre Jones,PG,24,SAS,45,16,26.0,3.8,7.7,.497,0.6,2.3,.284,3.2,5.4,.586,.539,1.4,1.6,.886,0.7,2.5,3.2,5.8,1.0,0.1,1.4,1.3,9.7,jonestr01
248,Tyus Jones,PG,27,WAS,49,49,28.5,5.1,10.4,.491,1.4,3.7,.392,3.7,6.7,.546,.561,0.5,0.7,.758,0.3,2.5,2.8,6.3,1.2,0.3,0.9,0.8,12.2,jonesty01
249,DeAndre Jordan,C,35,DEN,26,1,11.7,1.7,2.6,.657,0.0,0.0,,1.7,2.6,.657,.657,0.8,1.8,.447,1.6,2.9,4.5,0.7,0.2,0.5,0.7,1.7,4.2,jordade01
250,Cory Joseph,PG,32,GSW,25,0,11.6,0.8,2.4,.333,0.4,1.6,.282,0.4,0.8,.429,.425,0.2,0.3,.571,0.2,0.9,1.2,1.6,0.2,0.1,0.5,1.0,2.2,josepco01
251,Nikola Jović,PF,20,MIA,19,12,16.7,1.9,4.8,.402,1.0,2.4,.422,0.9,2.5,.383,.505,0.6,1.1,.550,0.9,3.4,4.3,1.9,0.3,0.4,0.9,1.9,5.5,jovicni01
252,Johnny Juzang,SG,22,UTA,1,0,4.0,0.0,2.0,.000,0.0,2.0,.000,0.0,0.0,,.000,0.0,0.0,,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,juzanjo01
253,Luke Kennard,SG,27,MEM,23,10,24.3,3.5,8.0,.435,2.7,6.1,.443,0.8,1.9,.409,.603,0.7,0.8,.895,0.4,2.7,3.1,3.0,0.4,0.0,1.0,1.1,10.4,kennalu01
254,Walker Kessler,C,22,UTA,43,13,23.2,3.8,5.7,.659,0.1,0.4,.250,3.7,5.3,.687,.667,0.9,1.6,.529,2.5,4.9,7.4,0.8,0.4,2.7,1.0,2.1,8.5,kesslwa01
255,Braxton Key,SF,26,DEN,14,0,3.2,0.4,1.0,.357,0.1,0.3,.250,0.3,0.7,.400,.393,0.3,0.4,.800,0.1,0.6,0.7,0.6,0.1,0.0,0.1,0.3,1.1,keybr01
256,Corey Kispert,SF,24,WAS,48,1,21.9,4.2,8.6,.482,1.9,5.4,.358,2.2,3.2,.690,.594,1.4,1.8,.767,0.3,1.9,2.3,1.5,0.3,0.2,1.1,1.6,11.6,kispeco01
257,Maxi Kleber,C,32,DAL,14,3,19.8,1.6,3.9,.426,0.8,2.2,.355,0.9,1.6,.522,.528,0.8,1.1,.688,0.6,2.4,3.0,1.5,0.3,0.6,1.0,2.4,4.9,klebima01
258,Kevin Knox,SF,24,DET,31,11,18.1,2.8,6.0,.462,1.0,3.0,.330,1.8,3.0,.598,.546,0.6,0.7,.909,0.6,1.8,2.4,0.7,0.4,0.2,0.7,1.6,7.2,knoxke01
259,John Konchar,SF,27,MEM,39,10,18.7,1.4,3.5,.407,0.6,2.0,.299,0.8,1.5,.552,.493,0.3,0.4,.786,1.2,3.1,4.3,1.7,0.7,0.9,0.6,1.2,3.7,konchjo01
260,Furkan Korkmaz,SG,26,PHI,33,0,8.4,0.9,2.2,.411,0.4,1.2,.368,0.5,1.1,.457,.507,0.4,0.6,.700,0.0,0.7,0.8,0.8,0.4,0.0,0.3,0.5,2.7,korkmfu01
261,Luke Kornet,C,28,BOS,34,2,15.1,2.2,3.2,.673,0.0,0.0,,2.2,3.2,.673,.673,0.8,0.9,.903,1.9,2.1,4.0,0.9,0.4,1.0,0.5,1.3,5.2,kornelu01
262,Jonathan Kuminga,PF,21,GSW,45,19,24.8,5.7,10.6,.538,0.8,2.6,.330,4.9,8.1,.603,.577,2.8,4.0,.719,1.2,3.3,4.6,1.7,0.7,0.4,1.6,2.3,15.1,kuminjo01
263,Kyle Kuzma,PF,28,WAS,48,48,31.5,8.5,18.8,.455,2.2,6.7,.329,6.3,12.1,.524,.513,2.5,3.1,.801,1.0,5.5,6.5,4.3,0.4,0.6,2.6,2.1,21.8,kuzmaky01
264,Jock Landale,C,28,HOU,28,0,9.1,0.9,2.4,.394,0.1,0.6,.118,0.9,1.8,.490,.409,0.4,0.5,.733,1.2,0.8,2.0,0.6,0.3,0.4,0.4,0.9,2.3,landajo01
265,Jake LaRavia,PF,22,MEM,11,0,11.1,1.5,3.9,.372,0.5,2.2,.208,1.0,1.7,.579,.430,0.3,0.4,.750,0.6,0.8,1.5,0.5,0.1,0.1,0.4,1.7,3.6,laravja01
266,Zach LaVine,SG,28,CHI,25,23,34.9,6.8,15.0,.452,2.4,6.8,.349,4.4,8.3,.536,.531,3.5,4.1,.854,0.3,4.8,5.2,3.9,0.8,0.3,2.1,2.3,19.5,lavinza01
267,A.J. Lawson,SG,23,DAL,22,0,9.7,1.5,3.5,.447,0.5,1.7,.316,1.0,1.7,.579,.526,0.5,0.8,.706,0.5,0.8,1.3,0.6,0.4,0.1,0.5,0.8,4.2,lawsoaj01
268,Saben Lee,PG,24,PHO,11,0,6.8,0.8,1.9,.429,0.0,0.5,.000,0.8,1.5,.563,.429,1.2,1.5,.765,0.5,0.6,1.1,1.1,0.3,0.3,0.5,0.5,2.8,leesa01
269,Alex Len,C,30,SAC,17,0,8.8,1.1,1.7,.621,0.0,0.1,.000,1.1,1.6,.667,.621,0.2,0.6,.400,1.4,1.9,3.3,1.1,0.2,0.5,0.6,1.1,2.4,lenal01
270,Kawhi Leonard,SF,32,LAC,44,44,34.3,9.1,17.2,.530,2.3,5.1,.451,6.8,12.0,.563,.597,3.7,4.1,.890,1.2,5.2,6.4,3.7,1.7,0.9,1.5,1.5,24.2,leonaka01
271,Caris LeVert,SG,29,CLE,37,1,28.4,5.5,13.0,.424,1.8,5.4,.338,3.7,7.6,.486,.495,2.4,3.2,.756,0.5,2.9,3.4,4.1,1.1,0.4,1.5,1.6,15.3,leverca01
272,Kira Lewis Jr.,PG,22,TOT,16,0,9.1,1.0,3.3,.308,0.1,1.3,.100,0.9,2.0,.438,.327,0.6,0.7,.909,0.3,0.6,0.9,1.1,0.3,0.1,0.5,0.6,2.8,lewiski01
272,Kira Lewis Jr.,PG,22,NOP,15,0,9.6,1.1,3.5,.308,0.1,1.3,.100,0.9,2.1,.438,.327,0.7,0.7,.909,0.3,0.7,0.9,1.2,0.3,0.1,0.5,0.5,2.9,lewiski01
272,Kira Lewis Jr.,PG,22,TOR,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,lewiski01
273,Maxwell Lewis,SF,21,LAL,18,0,3.7,0.2,0.7,.250,0.1,0.2,.333,0.1,0.5,.222,.292,0.0,0.0,,0.1,0.1,0.2,0.2,0.1,0.0,0.3,0.2,0.4,lewisma05
274,E.J. Liddell,PF,23,NOP,8,0,2.9,0.1,0.8,.167,0.0,0.6,.000,0.1,0.1,1.000,.167,0.3,0.3,1.000,0.0,0.6,0.6,0.1,0.3,0.3,0.3,0.3,0.5,liddeej01
275,Damian Lillard,PG,33,MIL,47,47,35.4,7.4,17.4,.425,3.0,8.5,.347,4.4,8.9,.500,.510,7.2,7.8,.921,0.6,3.6,4.2,6.8,1.0,0.2,2.6,1.7,24.9,lillada01
276,Nassir Little,SF,23,PHO,29,2,13.2,1.6,3.3,.474,0.6,1.9,.296,1.0,1.5,.698,.557,0.6,0.7,.850,0.5,1.7,2.1,0.6,0.3,0.3,0.4,1.1,4.3,littlna01
277,Dereck Lively II,C,19,DAL,36,35,26.0,4.2,5.6,.739,0.0,0.1,.000,4.2,5.6,.746,.739,0.9,1.6,.544,2.9,5.0,7.9,1.3,0.6,1.4,1.2,3.1,9.2,livelde01
278,Isaiah Livers,PF,25,DET,23,6,20.4,1.7,5.0,.345,1.0,3.3,.286,0.8,1.7,.462,.440,0.5,0.8,.667,0.7,1.4,2.1,1.1,0.6,0.2,0.7,1.9,5.0,liveris01
279,Chris Livingston,SF,20,MIL,14,0,4.3,0.5,1.0,.500,0.1,0.1,1.000,0.4,0.9,.462,.536,0.1,0.1,1.000,0.1,0.8,0.9,0.3,0.1,0.0,0.2,0.5,1.2,livinch01
280,Kenneth Lofton Jr.,PF,21,TOT,16,0,6.4,0.9,2.4,.359,0.2,0.6,.300,0.7,1.8,.379,.397,0.5,0.9,.533,0.1,0.9,1.1,0.9,0.2,0.2,0.5,0.9,2.4,loftoke01
280,Kenneth Lofton Jr.,PF,21,MEM,15,0,6.6,0.9,2.5,.378,0.2,0.7,.300,0.7,1.8,.407,.419,0.5,1.0,.533,0.1,0.9,1.0,0.9,0.2,0.2,0.4,1.0,2.6,loftoke01
280,Kenneth Lofton Jr.,PF,21,PHI,1,0,4.0,0.0,2.0,.000,0.0,0.0,,0.0,2.0,.000,.000,0.0,0.0,,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,0.0,loftoke01
281,Kevon Looney,C,27,GSW,46,36,19.2,2.2,3.5,.620,0.0,0.0,.000,2.2,3.5,.623,.620,0.8,1.2,.684,2.4,4.3,6.7,2.2,0.5,0.3,0.8,2.3,5.2,looneke01
282,Brook Lopez,C,35,MIL,48,48,31.9,5.0,10.2,.491,1.8,5.1,.348,3.2,5.1,.633,.578,1.5,1.8,.828,1.6,3.9,5.5,1.6,0.6,2.8,0.9,2.6,13.3,lopezbr01
283,Robin Lopez,C,35,MIL,15,1,3.1,0.3,0.7,.364,0.1,0.5,.286,0.1,0.3,.500,.455,0.1,0.1,1.000,0.1,0.1,0.3,0.3,0.0,0.1,0.1,0.3,0.8,lopezro01
284,Kevin Love,PF,35,MIA,39,5,17.8,2.8,6.5,.440,1.5,4.5,.345,1.3,2.0,.654,.560,1.9,2.4,.787,1.1,5.2,6.3,2.3,0.3,0.2,0.8,1.7,9.1,loveke01
285,Kyle Lowry,PG,37,MIA,37,35,28.0,2.8,6.5,.426,1.7,4.4,.385,1.1,2.2,.506,.554,0.9,1.1,.833,0.7,2.8,3.5,4.0,1.1,0.4,1.4,2.5,8.2,lowryky01
286,Seth Lundy,SF,23,ATL,9,0,5.8,0.4,1.9,.235,0.3,1.4,.231,0.1,0.4,.250,.324,0.3,0.4,.750,0.1,0.7,0.8,0.0,0.0,0.0,0.1,0.7,1.6,lundyse01
287,Trey Lyles,PF,28,SAC,34,0,20.1,2.5,5.4,.459,1.6,4.0,.412,0.9,1.4,.592,.611,0.7,1.1,.649,1.0,3.6,4.5,1.3,0.3,0.3,0.6,1.6,7.4,lylestr01
288,Théo Maledon,PG,22,CHO,13,1,15.4,1.5,5.1,.288,0.4,2.3,.167,1.1,2.8,.389,.326,0.8,0.9,.917,0.3,1.5,1.8,2.2,0.5,0.0,1.2,1.4,4.2,maledth01
289,Sandro Mamukelashvili,C,24,SAS,26,0,6.8,0.9,2.3,.407,0.3,1.2,.250,0.6,1.0,.593,.475,0.5,0.6,.750,0.6,1.3,1.9,1.0,0.2,0.3,0.3,0.7,2.6,mamuksa01
290,Terance Mann,SG,27,LAC,42,38,25.0,3.0,6.4,.463,0.9,2.9,.301,2.1,3.5,.600,.532,0.9,1.1,.771,1.2,2.0,3.1,1.8,0.6,0.3,0.6,1.8,7.7,mannte01
291,Tre Mann,PG,22,OKC,13,0,9.2,1.5,3.1,.500,0.6,1.5,.421,0.9,1.6,.571,.600,0.1,0.1,1.000,0.3,1.5,1.8,1.5,0.2,0.0,0.7,0.2,3.8,manntr01
292,Boban Marjanović,C,35,HOU,9,0,5.3,1.1,2.3,.476,0.0,0.2,.000,1.1,2.1,.526,.476,0.3,0.7,.500,0.7,1.8,2.4,0.4,0.0,0.1,0.2,0.4,2.6,marjabo01
293,Lauri Markkanen,PF,26,UTA,41,41,32.6,7.9,16.0,.496,3.2,8.1,.401,4.7,7.9,.594,.598,4.4,5.0,.879,2.4,6.2,8.6,2.0,0.9,0.5,1.2,2.0,23.5,markkla01
294,Naji Marshall,SF,26,NOP,40,1,18.5,2.6,5.7,.447,0.8,2.2,.371,1.7,3.5,.496,.520,1.4,1.8,.781,1.0,2.6,3.5,2.0,0.7,0.2,1.0,1.5,7.4,marshna01
295,Caleb Martin,SF,28,MIA,33,12,26.5,3.9,8.7,.446,1.1,3.1,.366,2.8,5.6,.489,.510,1.3,1.7,.754,1.2,3.5,4.6,2.2,0.7,0.3,1.2,2.1,10.2,martica02
296,Cody Martin,SF,28,CHO,17,11,25.9,2.8,7.4,.373,1.0,3.0,.333,1.8,4.4,.400,.440,0.7,1.4,.522,0.8,2.4,3.2,3.2,1.1,0.6,1.4,1.8,7.2,martico01
297,KJ Martin,SF,23,TOT,34,0,9.3,1.1,2.2,.500,0.1,0.4,.154,1.1,1.9,.571,.513,0.3,0.7,.478,0.2,0.9,1.1,0.6,0.4,0.1,0.4,1.3,2.6,martike04
297,KJ Martin,SF,23,LAC,2,0,15.5,2.0,5.0,.400,0.5,2.5,.200,1.5,2.5,.600,.450,0.5,1.0,.500,0.5,1.0,1.5,0.5,1.0,0.5,1.0,1.5,5.0,martike04
297,KJ Martin,SF,23,PHI,32,0,8.9,1.1,2.1,.515,0.0,0.3,.125,1.0,1.8,.569,.523,0.3,0.7,.476,0.2,0.8,1.1,0.7,0.3,0.0,0.4,1.3,2.5,martike04
298,Garrison Mathews,SG,27,ATL,34,4,12.7,1.2,2.7,.451,1.1,2.5,.440,0.1,0.2,.571,.654,0.2,0.4,.583,0.3,1.0,1.3,0.5,0.2,0.1,0.4,1.6,3.7,mathega01
299,Bennedict Mathurin,SF,21,IND,49,15,25.8,5.1,11.2,.460,1.3,3.5,.376,3.8,7.7,.497,.518,3.0,3.7,.832,1.0,2.9,3.9,2.0,0.6,0.2,1.6,1.9,14.6,mathube01
300,Wesley Matthews,SG,37,ATL,20,1,11.3,0.6,2.3,.267,0.4,1.8,.229,0.2,0.5,.400,.356,0.7,1.0,.737,0.2,1.2,1.4,0.6,0.5,0.2,0.3,1.4,2.3,matthwe02
301,Tyrese Maxey,PG,23,PHI,44,44,37.4,9.0,19.9,.451,3.2,8.3,.383,5.8,11.7,.499,.530,5.1,5.9,.861,0.6,3.0,3.5,6.4,1.0,0.5,1.5,2.1,26.2,maxeyty01
302,Skylar Mays,PG-SG,26,TOT,26,5,14.8,2.3,5.7,.399,0.6,2.0,.314,1.7,3.7,.443,.453,0.5,0.7,.765,0.4,1.2,1.5,3.1,0.6,0.1,0.7,0.9,5.7,mayssk01
302,Skylar Mays,PG,26,POR,21,5,17.0,2.5,6.6,.384,0.7,2.3,.286,1.9,4.2,.438,.435,0.6,0.8,.765,0.4,1.3,1.8,3.6,0.7,0.1,0.9,1.0,6.3,mayssk01
302,Skylar Mays,SG,26,LAL,5,0,6.0,1.2,2.0,.600,0.4,0.4,1.000,0.8,1.6,.500,.700,0.0,0.0,,0.2,0.4,0.6,1.2,0.4,0.0,0.0,0.8,2.8,mayssk01
303,Miles McBride,PG,23,NYK,37,2,10.8,1.9,4.2,.452,1.1,2.5,.447,0.8,1.6,.459,.587,0.4,0.5,.789,0.1,0.6,0.7,0.9,0.5,0.1,0.4,1.1,5.3,mcbrimi01
304,CJ McCollum,PG,32,NOP,35,35,32.2,6.9,14.8,.465,3.4,7.8,.431,3.5,7.0,.504,.579,2.0,2.6,.789,0.6,3.6,4.2,4.7,1.1,0.9,1.7,2.2,19.2,mccolcj01
305,T.J. McConnell,PG,31,IND,40,4,17.3,3.5,6.6,.525,0.1,0.5,.167,3.4,6.2,.551,.530,0.9,1.2,.761,0.5,2.1,2.7,5.6,1.1,0.1,1.5,1.1,7.9,mccontj01
306,Jaden McDaniels,SF,23,MIN,40,39,28.9,4.4,8.7,.509,1.3,3.4,.368,3.2,5.3,.599,.580,0.7,0.9,.771,0.8,2.0,2.7,1.4,0.9,0.5,1.2,3.1,10.8,mcdanja02
307,Jalen McDaniels,SF,26,TOR,30,0,9.1,1.1,3.3,.343,0.4,1.7,.220,0.8,1.6,.469,.399,0.5,0.7,.700,0.3,1.0,1.2,0.5,0.4,0.1,0.4,0.9,3.1,mcdanja01
308,Doug McDermott,SF,32,SAS,45,0,15.3,2.1,4.7,.443,1.7,3.8,.441,0.4,0.9,.452,.620,0.2,0.4,.588,0.2,0.9,1.0,1.3,0.2,0.0,0.5,1.0,6.1,mcderdo01
309,JaVale McGee,C,36,SAC,37,0,8.2,2.0,3.1,.640,0.0,0.1,.000,2.0,3.0,.658,.640,0.7,1.2,.581,1.0,1.9,2.9,0.4,0.2,0.5,0.8,1.1,4.6,mcgeeja01
310,Bryce McGowens,SG,21,CHO,39,13,16.2,1.8,4.0,.446,0.6,1.9,.342,1.2,2.2,.536,.525,1.0,1.3,.765,0.3,1.4,1.7,1.0,0.3,0.1,0.6,1.4,5.2,mcgowbr01
311,Jordan McLaughlin,PG,27,MIN,29,0,9.4,1.0,2.4,.408,0.6,1.4,.390,0.4,1.0,.433,.521,0.1,0.3,.500,0.3,0.8,1.1,1.8,0.8,0.2,0.4,0.4,2.7,mclaujo01
312,De'Anthony Melton,SG,25,PHI,33,33,29.1,3.9,9.9,.393,2.1,5.8,.363,1.8,4.1,.437,.500,1.9,2.3,.827,0.8,3.2,4.0,3.2,1.6,0.5,1.2,2.4,11.8,meltode01
313,Nathan Mensah,C,25,CHO,23,0,12.3,0.4,1.0,.435,0.0,0.0,,0.4,1.0,.435,.435,0.4,0.5,.750,1.2,1.4,2.6,0.4,0.3,0.6,0.6,2.5,1.3,mensana01
314,Sam Merrill,SG,27,CLE,32,0,16.3,2.8,6.5,.435,2.4,5.6,.436,0.4,0.9,.433,.622,0.3,0.3,.909,0.4,1.6,2.0,1.6,0.3,0.0,0.3,1.3,8.4,merrisa01
315,Chimezie Metu,C,26,PHO,37,5,12.1,1.8,3.5,.508,0.4,1.4,.294,1.4,2.1,.646,.565,1.0,1.2,.884,0.6,2.3,3.0,0.5,0.5,0.2,0.7,1.1,5.0,metuch01
316,Vasilije Micić,PG,30,OKC,29,0,12.1,1.3,3.1,.411,0.4,1.5,.250,0.9,1.6,.565,.472,0.5,0.7,.737,0.0,0.8,0.8,2.6,0.3,0.1,0.9,0.8,3.4,micicva01
317,Khris Middleton,SF,32,MIL,42,42,26.7,5.7,11.8,.486,1.7,4.6,.375,4.0,7.2,.556,.559,1.9,2.2,.839,0.6,3.7,4.3,5.1,0.9,0.3,2.1,2.5,15.0,middlkh01
318,Brandon Miller,SF,21,CHO,42,36,31.2,6.0,13.6,.436,2.3,5.9,.385,3.7,7.8,.475,.519,1.9,2.3,.821,0.9,3.1,3.9,2.3,0.7,0.5,1.5,2.6,16.0,millebr02
319,Jordan Miller,SF,24,LAC,4,0,4.0,0.8,1.3,.600,0.3,0.3,1.000,0.5,1.0,.500,.700,0.0,0.0,,0.5,0.3,0.8,0.0,0.0,0.0,0.3,0.5,1.8,millejo02
320,Leonard Miller,SF,20,MIN,5,0,3.8,1.2,1.8,.667,0.2,0.6,.333,1.0,1.2,.833,.722,0.0,0.0,,0.0,1.8,1.8,0.2,0.2,0.2,0.2,0.6,2.6,millele01
321,Dariq Whitehead,SF,19,BRK,2,0,12.0,0.5,2.5,.200,0.0,1.5,.000,0.5,1.0,.500,.200,0.5,1.0,.500,0.0,2.0,2.0,1.5,0.0,0.5,0.0,0.0,1.5,whiteda01
322,Patty Mills,PG,35,ATL,18,0,10.7,1.1,2.7,.388,0.7,1.8,.394,0.3,0.9,.375,.520,0.0,0.0,,0.3,0.7,1.0,0.7,0.4,0.1,0.4,0.9,2.8,millspa02
323,Shake Milton,SG,27,MIN,38,0,12.9,1.7,4.2,.400,0.4,1.4,.264,1.3,2.8,.467,.444,0.9,1.2,.818,0.2,1.2,1.3,1.3,0.4,0.1,0.7,1.2,4.7,miltosh01
324,Justin Minaya,SF,24,POR,14,0,9.0,0.4,1.5,.286,0.2,0.9,.231,0.2,0.6,.375,.357,0.2,0.4,.500,0.5,0.6,1.1,0.4,0.3,0.4,0.2,0.6,1.3,minayju01
325,Josh Minott,SF,21,MIN,15,0,3.1,0.5,1.2,.444,0.0,0.3,.000,0.5,0.9,.615,.444,0.7,0.8,.833,0.1,0.1,0.2,0.2,0.1,0.2,0.1,0.4,1.7,minotjo01
326,Davion Mitchell,PG,25,SAC,38,3,12.7,1.4,3.6,.380,0.5,1.8,.257,0.9,1.8,.507,.445,0.4,0.6,.762,0.2,0.9,1.0,1.8,0.2,0.1,0.6,1.1,3.6,mitchda01
327,Donovan Mitchell,SG,27,CLE,38,38,35.6,9.9,21.1,.469,3.2,9.2,.351,6.7,12.0,.560,.545,5.2,6.0,.856,1.1,4.4,5.5,6.4,1.9,0.5,2.8,2.2,28.2,mitchdo01
